site,plotid,year,pre_post_fire,postTime,azimuth,intersect_cm,large_cm,small_cm,length_m,decay,FieldNotes,project,species,slope
BurtonSP,burton12,2019,prefire,"",0,23,42,8,10,2,"",CPFMP,,
BurtonSP,burton12,2019,prefire,"",180,12,14,5,5,3,"",CPFMP,,
BurtonSP,burton12,2019,prefire,"",180,15,17,12,1,3,"",CPFMP,,
BurtonSP,burton12,2019,prefire,"",180,23,41,9,15,2,"",CPFMP,,
BurtonSP,burton12,2019,prefire,"",270,12,13,1.5,4.2,3,"",CPFMP,,
BurtonSP,burton12,2019,prefire,"",90,10,19,6,3.5,5,"",CPFMP,,
BurtonSP,burton12,2019,prefire,"",90,29,14,22,13,2,"",CPFMP,,
BurtonSP,burton13,2019,prefire,"",0,15,85,10,11,4,"",CPFMP,,
BurtonSP,burton13,2019,prefire,"",0,20,35,15,9,3,"",CPFMP,,
BurtonSP,burton13,2019,prefire,"",0,25,85,20,10,4,"",CPFMP,,
BurtonSP,burton13,2019,prefire,"",0,49,49,40,3,4,"",CPFMP,,
BurtonSP,burton13,2019,prefire,"",180,10,15,1,7,2,"",CPFMP,,
BurtonSP,burton13,2019,prefire,"",180,24,28,9,5,2,"",CPFMP,,
BurtonSP,burton13,2019,prefire,"",180,25,65,20,13,3,"",CPFMP,,
BurtonSP,burton13,2019,prefire,"",180,26,31,26,3,4,"",CPFMP,,
BurtonSP,burton13,2019,prefire,"",270,18,18,17,0.75,4,"",CPFMP,,
BurtonSP,burton13,2019,prefire,"",270,20,25,18,2.3,3,"",CPFMP,,
BurtonSP,burton13,2019,prefire,"",90,50,60,57,1.6,3,"",CPFMP,,
BurtonSP,burton13,2019,prefire,"",90,63,55,40,1.7,3,"",CPFMP,,
BurtonSP,burton14,2019,postfire,immediate,na,na,na,na,na,na,100% consumed,CPFMP,,
BurtonSP,burton14,2019,prefire,"",0,10,10,10,0.36,3,"",CPFMP,,
BurtonSP,burton14,2019,prefire,"",0,10,11,8,0.44,3,"",CPFMP,,
BurtonSP,burton14,2019,prefire,"",0,8,7,5,0.37,4,"",CPFMP,,
BurtonSP,burton14,2019,prefire,"",270,10,10,5,1.2,2,"",CPFMP,,
BurtonSP,burton14,2019,prefire,"",270,8,10,8,1.1,2,"",CPFMP,,
BurtonSP,burton14,2019,prefire,"",270,8.5,9,5,0.8,3,"",CPFMP,,
BurtonSP,burton14,2019,prefire,"",270,9,9,5,1.8,2,"",CPFMP,,
BurtonSP,Burton14,2020,postfire,1yr,N,na,na,na,na,na,no cwd,CPFMP,,
BurtonSP,burton15,2019,prefire,"",0,20,20,8,1.6,5,"",CPFMP,,
BurtonSP,burton15,2019,prefire,"",0,60,65,42,16,3,"",CPFMP,,
BurtonSP,burton15,2019,prefire,"",180,30,27,25,1.2,3,"",CPFMP,,
BurtonSP,burton15,2019,prefire,"",180,9,11,7,3.2,3,"",CPFMP,,
BurtonSP,burton15,2019,prefire,"",270,10,11,6,0.75,3,"",CPFMP,,
BurtonSP,burton15,2019,prefire,"",270,32.4,39,9,13.6,3,"",CPFMP,,
BurtonSP,burton15,2019,prefire,"",270,9,11,9,2.5,5,"",CPFMP,,
BurtonSP,burton15,2019,prefire,"",90,29,32,19,3.2,5,"",CPFMP,,
BurtonSP,burton16,2019,prefire,"",0,9,12,3,0.34,4,"",CPFMP,,
BurtonSP,burton16,2019,prefire,"",180,53,90,20,1,5,"",CPFMP,,
BurtonSP,burton16,2019,prefire,"",270,11,23,11,0.25,3,"",CPFMP,,
BurtonSP,burton16,2019,prefire,"",270,36,48,36,1.5,5,"",CPFMP,,
BurtonSP,burton16,2019,prefire,"",270,8,13,8,1.2,4,"",CPFMP,,
BurtonSP,burton16,2019,prefire,"",270,8,8,8,0.65,4,"",CPFMP,,
BurtonSP,burton17,2019,prefire,"",0,10,17,10,0.51,4,"",CPFMP,,
BurtonSP,burton17,2019,prefire,"",180,13,21,1,1.33,2,"",CPFMP,,
BurtonSP,burton17,2019,prefire,"",270,16,20,16,0.75,4,"",CPFMP,,
BurtonSP,burton17,2019,prefire,"",270,20,20,5,3.5,3,"",CPFMP,,
BurtonSP,burton17,2019,prefire,"",270,25,30,25,3,3,"",CPFMP,,
BurtonSP,burton17,2019,prefire,"",90,70,110,37,5,5,"",CPFMP,,
BurtonSP,burton18,2019,prefire,"",0,11,30,6,9,3,"",CPFMP,,
BurtonSP,burton18,2019,prefire,"",0,18,55,10,17,4,"",CPFMP,,
BurtonSP,burton18,2019,prefire,"",0,20,35,20,4,4,"",CPFMP,,
BurtonSP,burton18,2019,prefire,"",0,32,35,20,5,3,"",CPFMP,,
BurtonSP,burton18,2019,prefire,"",0,35,56,48,4,4,"",CPFMP,,
BurtonSP,burton18,2019,prefire,"",0,46,44,40,1.5,5,"",CPFMP,,
BurtonSP,burton18,2019,prefire,"",0,70,70,40,3,5,"",CPFMP,,
BurtonSP,burton18,2019,prefire,"",90,12,12,2,5,3,"",CPFMP,,
BurtonSP,burton18,2019,prefire,"",90,12,18,12,3.2,4,"",CPFMP,,
BurtonSP,burton18,2019,prefire,"",90,14,12,10,2.4,4,"",CPFMP,,
BurtonSP,burton18,2019,prefire,"",90,16,16,11,4.7,4,"",CPFMP,,
BurtonSP,burton18,2019,prefire,"",90,17,24,10,5.9,3,"",CPFMP,,
BurtonSP,burton18,2019,prefire,"",90,26,26,18,1.1,5,"",CPFMP,,
BurtonSP,burton19,2019,prefire,"",0,42,45,42,12,4,"",CPFMP,,
BurtonSP,burton19,2019,prefire,"",270,35,35,24,0.5,4,"",CPFMP,,
BurtonSP,burton19,2019,prefire,"",90,44,45,42,12,4,"",CPFMP,,
BurtonSP,Burton19,2020,postfire,1yr,W,39,56,34,11.5,4,"",CPFMP,,
BurtonSP,burton2,2019,prefire,"",0,16,17,7,0.32,4,"",CPFMP,,
BurtonSP,burton2,2019,prefire,"",0,9,9,4,0.24,4,"",CPFMP,,
BurtonSP,burton2,2019,prefire,"",180,10,14,9,3,3,"",CPFMP,,
BurtonSP,burton2,2019,prefire,"",180,11,11,11,0.26,5,"",CPFMP,,
BurtonSP,burton2,2019,prefire,"",180,33,41,10,12.55,4,"",CPFMP,,
BurtonSP,burton2,2019,prefire,"",180,36,37,21,3.6,5,"",CPFMP,,
BurtonSP,burton2,2019,prefire,"",180,50,50,31,8.3,4,"",CPFMP,,
BurtonSP,burton2,2019,prefire,"",270,10,10,22,0.7,5,"",CPFMP,,
BurtonSP,burton20,2019,prefire,"",0,15,20,5,0.34,3,"",CPFMP,,
BurtonSP,burton20,2019,prefire,"",0,23,27,3,1.3,2,"",CPFMP,,
BurtonSP,burton20,2019,prefire,"",0,27,13,11,1,5,"",CPFMP,,
BurtonSP,burton20,2019,prefire,"",0,70,60,30,1.5,5,"",CPFMP,,
BurtonSP,burton20,2019,prefire,"",270,27,52,30,7,4,"",CPFMP,,
BurtonSP,burton20,2019,prefire,"",270,43,43,25,4.2,3,"",CPFMP,,
BurtonSP,Burton20,2020,postfire,1yr,W,29,34,12,7,5,"",CPFMP,,
BurtonSP,Burton20,2020,postfire,1yr,W,48,44,15,4,3,"",CPFMP,,
BurtonSP,burton21,2019,prefire,"",0,40,80,30,3.5,5,"",CPFMP,,
BurtonSP,burton21,2019,prefire,"",0,51,50,35,3.15,4,"",CPFMP,,
BurtonSP,burton21,2019,prefire,"",270,41,120,18,5.9,4,"",CPFMP,,
BurtonSP,burton21,2019,prefire,"",270,60,60,52,2.5,4,"",CPFMP,,
BurtonSP,burton21,2019,prefire,"",90,60,63,23,4.4,5,"",CPFMP,,
BurtonSP,burton22,2019,prefire,"",0,11.5,30,1,15.8,1,"",CPFMP,,
BurtonSP,burton22,2019,prefire,"",180,10,18,10,0.3,3,"",CPFMP,,
BurtonSP,burton22,2019,prefire,"",180,10,22,10,5.3,3,"",CPFMP,,
BurtonSP,burton22,2019,prefire,"",180,19,23,18,1.7,3,"",CPFMP,,
BurtonSP,burton22,2019,prefire,"",180,28,29,25,2.6,3,"",CPFMP,,
BurtonSP,burton22,2019,prefire,"",180,28,32,20,5,3,"",CPFMP,,
BurtonSP,burton22,2019,prefire,"",180,65,90,38,10.1,5,"",CPFMP,,
BurtonSP,burton22,2019,prefire,"",270,15,22,10,5.3,3,"",CPFMP,,
BurtonSP,burton22,2019,prefire,"",90,12,15,5,4.5,2,"",CPFMP,,
BurtonSP,burton24,2019,prefire,"",0,17,17,11,1.3,3,"",CPFMP,,
BurtonSP,burton24,2019,prefire,"",0,8,7,6,0.8,5,"",CPFMP,,
BurtonSP,Burton25,2020,postfire,1yr,E,18,23,8,6,5,"",CPFMP,,
BurtonSP,Burton25,2020,postfire,1yr,E,20,20,18,8,5,"",CPFMP,,
BurtonSP,Burton25,2020,postfire,1yr,E,25,18,15,5,5,"",CPFMP,,
BurtonSP,Burton25,2020,postfire,1yr,E,27,30,10,3,4,"",CPFMP,,
BurtonSP,Burton25,2020,postfire,1yr,N,33,34,5,2,3,"",CPFMP,,
BurtonSP,Burton25,2020,postfire,1yr,N,na,na,na,na,na,no cwd,CPFMP,,
BurtonSP,Burton26,2020,postfire,1yr,N,27,22,10,5,5,"",CPFMP,,
BurtonSP,Burton26,2020,postfire,1yr,N,36.6,77,34.3,13,4,"",CPFMP,,
BurtonSP,Burton28,2020,postfire,1yr,E,12,12,10,1,5,"",CPFMP,,
BurtonSP,Burton28,2020,postfire,1yr,N,42,40,36,6,5,"",CPFMP,,
BurtonSP,Burton28,2020,postfire,1yr,S,10,10,6,2,5,"",CPFMP,,
BurtonSP,Burton29,2020,postfire,1yr,E,12.4,5,2,1,3,"",CPFMP,,
BurtonSP,Burton29,2020,postfire,1yr,E,15,20,6,5.5,3,"",CPFMP,,
BurtonSP,Burton29,2020,postfire,1yr,N,23,25,12.5,6,5,"",CPFMP,,
BurtonSP,Burton29,2020,postfire,1yr,S,17,18,4,1.5,4,"",CPFMP,,
BurtonSP,Burton29,2020,postfire,1yr,S,28,31,2,11,1,"",CPFMP,,
BurtonSP,Burton29,2020,postfire,1yr,S,39,45,23,13,1,"",CPFMP,,
BurtonSP,Burton29,2020,postfire,1yr,W,13,15,12,3,4,"",CPFMP,,
BurtonSP,Burton29,2020,postfire,1yr,W,20,20,18,1,4,"",CPFMP,,
BurtonSP,Burton29,2020,postfire,1yr,W,32,45,23,13,1,"",CPFMP,,
BurtonSP,Burton29,2020,postfire,1yr,W,9.6,31,2,11,1,1,CPFMP,,
BurtonSP,burton3,2019,prefire,"",0,13,13,7,2.3,3,"",CPFMP,,
BurtonSP,burton3,2019,prefire,"",0,18,7,10,13.4,1,"",CPFMP,,
BurtonSP,burton3,2019,prefire,"",0,18.7,23,14,4.4,3,"",CPFMP,,
BurtonSP,burton3,2019,prefire,"",0,25,30,5,19.5,3,"",CPFMP,,
BurtonSP,burton3,2019,prefire,"",180,12.5,47,2.5,19.7,3,"",CPFMP,,
BurtonSP,burton3,2019,prefire,"",180,16,40,10,18.2,3,"",CPFMP,,
BurtonSP,burton3,2019,prefire,"",270,18,30,6,17.9,3,"",CPFMP,,
BurtonSP,burton3,2019,prefire,"",90,15,21,7,13.8,3,"",CPFMP,,
BurtonSP,burton3,2019,prefire,"",90,15,30,6,20,3,"",CPFMP,,
BurtonSP,burton3,2019,prefire,"",90,15,40,15,20.4,3,"",CPFMP,,
BurtonSP,burton3,2019,prefire,"",90,16,15,12,12.2,4,"",CPFMP,,
BurtonSP,burton3,2019,prefire,"",90,17,15,4,21.9,3,"",CPFMP,,
BurtonSP,burton3,2019,prefire,"",90,17,55,5,18.4,3,"",CPFMP,,
BurtonSP,burton3,2019,prefire,"",90,20,29,11,12.4,3,"",CPFMP,,
BurtonSP,burton3,2019,prefire,"",90,20,40,10,18.2,3,"",CPFMP,,
BurtonSP,burton3,2019,prefire,"",90,20,50,8,20.5,3,"",CPFMP,,
BurtonSP,burton3,2019,prefire,"",90,25,47,2.5,19.7,3,"",CPFMP,,
BurtonSP,Burton30,2020,postfire,1yr,E,18,18.8,9.8,7,4,"",CPFMP,,
BurtonSP,Burton32,2020,postfire,1yr,N,na,na,na,na,na,no cwd,CPFMP,,
BurtonSP,Burton33,2020,postfire,1yr,E,11.2,12,9,1,4,"",CPFMP,,
BurtonSP,Burton33,2020,postfire,1yr,E,23,18,11,0.5,5,"",CPFMP,,
BurtonSP,Burton35,2020,postfire,1yr,N,na,na,na,na,na,no cwd,CPFMP,,
BurtonSP,Burton36,2020,postfire,1yr,N,na,na,na,na,na,no cwd,CPFMP,,
BurtonSP,Burton38,2020,postfire,1yr,E,18,19,11,1,4,"",CPFMP,,
BurtonSP,Burton38,2020,postfire,1yr,N,12,12.5,11,1,5,"",CPFMP,,
BurtonSP,Burton38,2020,postfire,1yr,W,18,10,9,0.5,5,"",CPFMP,,
BurtonSP,Burton39,2020,postfire,1yr,N,10,13,1,3,2,"",CPFMP,,
BurtonSP,Burton39,2020,postfire,1yr,N,10.2,18,1,6,2,"",CPFMP,,
BurtonSP,Burton40,2021,postfire,2yr,S,10,"","",2,1,"",CPFMP,,
BurtonSP,Burton40,2021,postfire,2yr,W,11,"","",8.5,1,"",CPFMP,,
BurtonSP,Burton41,2020,postfire,1yr,N,11.2,13,3,1,3,"",CPFMP,,
BurtonSP,Burton41,2020,postfire,1yr,N,18,15,14,1.5,3,"",CPFMP,,
BurtonSP,Burton41,2020,postfire,1yr,N,22,24,11,2,3,"",CPFMP,,
BurtonSP,Burton41,2020,postfire,1yr,N,23,25,23,1,2,"",CPFMP,,
BurtonSP,Burton41,2021,postfire,2yr,E,14.5,"","",13,1,"",CPFMP,,
BurtonSP,Burton41,2021,postfire,2yr,N,11.2,"","",1,3,"",CPFMP,,
BurtonSP,Burton41,2021,postfire,2yr,N,18.2,"","",1.5,3,"",CPFMP,,
BurtonSP,Burton41,2021,postfire,2yr,N,22.4,"","",2,3,"",CPFMP,,
BurtonSP,Burton41,2021,postfire,2yr,N,23,"","",1,2,"",CPFMP,,
BurtonSP,Burton41,2021,postfire,2yr,S,24.8,"","",1.8,4,"",CPFMP,,
BurtonSP,Burton42,2020,postfire,1yr,N,na,na,na,na,na,no cwd,CPFMP,,
BurtonSP,Burton43,2020,postfire,1yr,E,16.9,20,15,4,3,"",CPFMP,,
BurtonSP,Burton43,2020,postfire,1yr,W,30,37.6,7.3,15,3,"",CPFMP,,
BurtonSP,Burton44,2020,postfire,1yr,E,30,30,27,1,5,"",CPFMP,,
BurtonSP,Burton47,2020,postfire,1yr,N,SE w Pete; NW no cwd,"","","","","",CPFMP,,
BurtonSP,burton6,2019,prefire,"",180,26,30,26,1.93,5,"",CPFMP,,
BurtonSP,burton6,2019,prefire,"",270,10,6,4,4.9,3,"",CPFMP,,
BurtonSP,burton6,2019,prefire,"",270,13,13,5,6.05,3,"",CPFMP,,
BurtonSP,burton6,2019,prefire,"",270,15,15,5,3.5,3,"",CPFMP,,
BurtonSP,burton6,2019,prefire,"",270,15,60,12,18.6,4,"",CPFMP,,
BurtonSP,burton6,2019,prefire,"",270,38,30,15,4.8,5,"",CPFMP,,
BurtonSP,burton6,2019,prefire,"",90,30,22,15,4.8,4,"",CPFMP,,
BurtonSP,burton7,2019,postfire,immediate,na,na,na,na,na,na,100% consumed,CPFMP,,
BurtonSP,burton7,2019,prefire,"",0,24,46,1,15.2,2,"",CPFMP,,
BurtonSP,burton7,2019,prefire,"",180,8,12,1,7.1,2,"",CPFMP,,
BurtonSP,burton8,2019,postfire,immediate,0,14,18,1,9.2,2,unburned,CPFMP,,
BurtonSP,burton8,2019,postfire,immediate,270,12,19,12,10,3,"unburned, length more like 10m",CPFMP,,
BurtonSP,burton8,2019,postfire,immediate,270,13,18,13,0.75,2,unburned,CPFMP,,
BurtonSP,burton8,2019,postfire,immediate,90,13,13,10,3.2,2,unburned,CPFMP,,
BurtonSP,burton8,2019,postfire,immediate,90,15,10,10,3.65,2,"unburned, fuels rearranged by firefighters to jackpot",CPFMP,,
BurtonSP,burton8,2019,postfire,immediate,90,15,15,13,1,2,partially burned,CPFMP,,
BurtonSP,burton8,2019,prefire,"",0,14,18,1,9.2,2,"",CPFMP,,
BurtonSP,burton8,2019,prefire,"",0,16,16,14,2.4,3,"",CPFMP,,
BurtonSP,burton8,2019,prefire,"",270,12,19,12,0.94,3,"",CPFMP,,
BurtonSP,burton8,2019,prefire,"",270,13,18,13,0.75,2,"",CPFMP,,
BurtonSP,burton8,2019,prefire,"",90,13,13,10,3.2,2,"",CPFMP,,
BurtonSP,burton8,2019,prefire,"",90,15,10,10,3.65,2,"",CPFMP,,
BurtonSP,burton8,2019,prefire,"",90,18,15,13,1,2,"",CPFMP,,
BurtonSP,burton9,2019,postfire,immediate,na,na,na,na,na,na,100% consumed,CPFMP,,
BurtonSP,burton9,2019,prefire,"",90,10,10,10,0.14,3,"",CPFMP,,
calaveras,BigTrees01,2020,prefire,"",0,63,60,19,16.4,3,"",CPFMP,,
calaveras,BigTrees01,2020,prefire,"",180,45,40,15,15.5,3,"",CPFMP,,
calaveras,BigTrees01,2020,prefire,"",180,85,70,40,10,4,"",CPFMP,,
calaveras,BigTrees01,2020,prefire,"",180,95,80,25,33.5,2,"",CPFMP,,
calaveras,BigTrees01,2020,prefire,"",270,13,15,13,1.6,5,"",CPFMP,,
calaveras,BigTrees01,2020,prefire,"",270,14,20,4,6.5,3,"",CPFMP,,
calaveras,BigTrees01,2020,prefire,"",270,14.5,15.5,13,3.4,5,"",CPFMP,,
calaveras,BigTrees01,2020,prefire,"",270,15.5,23,1,12,3,"",CPFMP,,
calaveras,BigTrees01,2020,prefire,"",90,13.5,25,3.5,5.9,3,"",CPFMP,,
calaveras,BigTrees01,2020,prefire,"",90,19,14.5,6.5,2,3,"",CPFMP,,
calaveras,BigTrees01,2020,prefire,"",90,9,11,6.5,1.6,3,"",CPFMP,,
calaveras,BigTrees02,2020,prefire,"",180,16,16,11.1,5.5,3,"",CPFMP,,
calaveras,BigTrees02,2020,prefire,"",180,44,50,25,20,5,"",CPFMP,,
calaveras,BigTrees02,2020,prefire,"",270,20,20,8,3.2,5,"",CPFMP,,
calaveras,BigTrees02,2020,prefire,"",270,22.8,23,22,1,5,"",CPFMP,,
calaveras,BigTrees02,2020,prefire,"",270,58,60,43,15.5,2,"",CPFMP,,
calaveras,BigTrees02,2020,prefire,"",90,18,18,5,3,5,"",CPFMP,,
calaveras,BigTrees03,2020,prefire,"",0,17,22,1,9,1,"",CPFMP,,
calaveras,BigTrees03,2020,prefire,"",0,24,33,10,11,2,"",CPFMP,,
calaveras,BigTrees03,2020,prefire,"",180,26,24,18,1.5,3,"",CPFMP,,
calaveras,BigTrees03,2020,prefire,"",270,23.6,50,4.5,27,3,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",0,13.5,48,1,27.3,1,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",0,43,57,40,12.7,4,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",0,51,41,28.5,6.8,3,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",0,9,10.5,7.5,0.7,3,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",180,10.5,14,1,4,2,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",180,11.5,12,10.5,0.7,1,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",180,12,12,10,13,1,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",180,16,16.5,15,1,1,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",180,18,3.5,14,10.9,3,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",180,19,25,19,0.4,1,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",180,20,30,23,5.6,4,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",180,21,22,14,9,3,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",180,23,53,13,15.2,2,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",180,39.5,42,5.5,25.7,3,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",180,62,82,19,43.4,4,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",270,18,16.5,12,1,4,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",90,18.5,30,23,5.6,4,"",CPFMP,,
calaveras,BigTrees04,2020,prefire,"",90,22.5,48,1,27.5,1,"",CPFMP,,
calaveras,BigTrees05,2020,prefire,"",180,11,12,8,2,3,"",CPFMP,,
calaveras,BigTrees05,2020,prefire,"",180,14.5,17,6,0.8,2,"",CPFMP,,
calaveras,BigTrees05,2020,prefire,"",180,2.64,2.64,165,14.1,3,"",CPFMP,,
calaveras,BigTrees05,2020,prefire,"",270,10,12.5,5,3.4,3,"",CPFMP,,
calaveras,BigTrees05,2020,prefire,"",270,13.5,19.5,5.5,7.1,2,"",CPFMP,,
calaveras,BigTrees05,2020,prefire,"",270,17,59.5,5,23.6,2,"",CPFMP,,
calaveras,BigTrees05,2020,prefire,"",90,13.5,11,7.5,2.7,3,"",CPFMP,,
calaveras,BigTrees05,2020,prefire,"",90,13.5,17.5,10,3.1,3,"",CPFMP,,
calaveras,BigTrees05,2020,prefire,"",90,16.5,15,13,4.3,4,"",CPFMP,,
calaveras,BigTrees05,2020,prefire,"",90,52,53.5,45,2.4,2,"",CPFMP,,
calaveras,BigTrees05,2020,prefire,"",90,70,143.5,60,21.4,2,"",CPFMP,,
calaveras,BigTrees06,2020,prefire,"",0,10,9.5,8,0.7,3,"",CPFMP,,
calaveras,BigTrees06,2020,prefire,"",0,8,9,6.5,1.9,3,"",CPFMP,,
calaveras,BigTrees06,2020,prefire,"",0,9,9.5,4,1.6,3,"",CPFMP,,
calaveras,BigTrees06,2020,prefire,"",180,8.5,49.5,6.5,33.8,3,"",CPFMP,,
calaveras,BigTrees06,2020,prefire,"",270,10.3,10.3,1.5,4.6,1,"",CPFMP,,
calaveras,BigTrees06,2020,prefire,"",270,20,36,23,2,5,"",CPFMP,,
calaveras,BigTrees06,2020,prefire,"",270,8,8,1,3.7,2,"",CPFMP,,
calaveras,BigTrees06,2020,prefire,"",90,27,51.5,26,4.7,3,"",CPFMP,,
calaveras,BigTrees06,2020,prefire,"",90,32,34,18,13,1,"",CPFMP,,
calaveras,BigTrees06,2020,prefire,"",90,52,90,50,18,4,"",CPFMP,,
calaveras,BigTrees07,2020,prefire,"",0,18,3.4,18,15,3,"",CPFMP,,
calaveras,BigTrees07,2020,prefire,"",0,8.8,11,8,6,3,"",CPFMP,,
calaveras,BigTrees07,2020,prefire,"",180,75,84,42,23,3,"",CPFMP,,
calaveras,BigTrees07,2020,prefire,"",270,33,34,8,0.8,5,"",CPFMP,,
calaveras,BigTrees07,2020,prefire,"",270,73,93,50,23,4,"",CPFMP,,
calaveras,BigTrees07,2020,prefire,"",270,75,84,42,23,3,"",CPFMP,,
calaveras,BigTrees07,2020,prefire,"",90,8.8,11,8,6,3,"",CPFMP,,
calaveras,BigTrees08,2020,prefire,"",0,26,28,20,15,5,"",CPFMP,,
calaveras,BigTrees08,2020,prefire,"",270,23,24,1.2,15,2,"",CPFMP,,
calaveras,BigTrees08,2020,prefire,"",90,23.4,30,10,1.2,5,"",CPFMP,,
calaveras,BigTrees09,2020,prefire,"",0,41,41,29,12,1,"",CPFMP,,
calaveras,BigTrees09,2020,prefire,"",180,22,23,21,1,2,"",CPFMP,,
calaveras,BigTrees09,2020,prefire,"",180,26,30,18,6,2,"",CPFMP,,
calaveras,BigTrees09,2020,prefire,"",180,40,60,8.4,30,4,"",CPFMP,,
calaveras,BigTrees10,2020,prefire,"",0,13,10,3,6,5,"",CPFMP,,
calaveras,BigTrees10,2020,prefire,"",0,20.5,23,3,7,1,"",CPFMP,,
calaveras,BigTrees10,2020,prefire,"",180,23,27,2,10,1,"",CPFMP,,
calaveras,BigTrees10,2020,prefire,"",90,18,36,10,15,2,"",CPFMP,,
calaveras,BigTrees11,2020,prefire,"",0,8.2,20,4,10,4,"",CPFMP,,
calaveras,BigTrees11,2020,prefire,"",180,7.7,30,7.6,11,3,"",CPFMP,,
calaveras,BigTrees11,2020,prefire,"",270,15,20,12,1,3,"",CPFMP,,
calaveras,BigTrees11,2020,prefire,"",270,15,20,5,5,4,"",CPFMP,,
calaveras,BigTrees11,2020,prefire,"",270,18,34,3,12,1,"",CPFMP,,
calaveras,BigTrees12,2020,prefire,"",0,12,20,10,7,3,"",CPFMP,,
calaveras,BigTrees12,2020,prefire,"",0,13,7,2,6,4,"",CPFMP,,
calaveras,BigTrees12,2020,prefire,"",0,26,30,15,2.5,3,"",CPFMP,,
calaveras,BigTrees12,2020,prefire,"",180,10,13,8,2.2,2,"",CPFMP,,
calaveras,BigTrees12,2020,prefire,"",180,18,20,9,10,2,"",CPFMP,,
calaveras,BigTrees12,2020,prefire,"",270,34,36,23,10,5,"",CPFMP,,
calaveras,BigTrees12,2020,prefire,"",90,12.4,15,5,7,1,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",0,15,18,8,4,5,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",0,15,20,5,8,5,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",0,27,34,8,4,5,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",0,30,43,40,13,5,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",0,7,10,7,1,5,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",180,11,13,8,5.5,4,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",180,18,20,17,3,3,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",180,18,23,20,8,5,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",180,20.5,26,8,6,1,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",180,21,32,18,15,3,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",270,11,15,1,6,2,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",270,23,27,18,15,5,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",90,10,13,3,5.5,4,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",90,13,10,18,5,4,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",90,13,15,13,7,3,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",90,14.3,18,13,7,3,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",90,15,10,8,6,4,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",90,15,20,2,10,3,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",90,20,25,20,7,5,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",90,26,28,5,5,5,"",CPFMP,,
calaveras,BigTrees13,2020,prefire,"",90,30,43,40,13,5,"",CPFMP,,
calaveras,BigTrees14,2020,prefire,"",0,11.5,9,6,9.3,4,"",CPFMP,,
calaveras,BigTrees14,2020,prefire,"",0,17,23.5,12.5,12.71,2,"",CPFMP,,
calaveras,BigTrees14,2020,prefire,"",0,17,29,1,11.78,1,"",CPFMP,,
calaveras,BigTrees14,2020,prefire,"",180,13,63,1,21.08,2,"",CPFMP,,
calaveras,BigTrees14,2020,prefire,"",270,10,18.5,1,9.3,1,"",CPFMP,,
calaveras,BigTrees14,2020,prefire,"",270,17.5,19.5,8.5,5.6,3,"",CPFMP,,
calaveras,BigTrees14,2020,prefire,"",270,18.5,34,9,18.6,3,"",CPFMP,,
calaveras,BigTrees14,2020,prefire,"",270,20,26,1,9.3,2,"",CPFMP,,
calaveras,BigTrees14,2020,prefire,"",270,8,7.5,3,4.3,2,"",CPFMP,,
calaveras,BigTrees14,2020,prefire,"",270,9.5,9,5.5,2.5,2,"",CPFMP,,
calaveras,BigTrees14,2020,prefire,"",90,32,44,7.5,17.67,2,"",CPFMP,,
